shot_num,team,distant_to_goal,play_pattern,duration,angle_to_goal,players_between_goal,within_1,within_5,within_10,goal
233,Netherlands Women's,28.558011135231393,Other,0.088667,0.03519672638649837,2,0,2,7,0
234,United States Women's,7.066116330771804,From Corner,0.38707,0.6231993299340649,1,1,3,9,0
235,United States Women's,31.132780152116194,From Throw In,1.767484,0.4026546535518728,1,1,1,6,0
236,United States Women's,17.296531444194233,Regular Play,0.881824,0.08168915159247674,1,0,2,4,1
237,United States Women's,11.296902230257633,Regular Play,0.12,0.5024973098693633,2,0,2,5,0
238,United States Women's,9.903534722511958,From Free Kick,0.4071,0.37089128881266187,1,0,2,6,0
239,United States Women's,9.682974749528164,From Corner,1.245653,1.0934509444212248,2,0,4,7,0
240,Netherlands Women's,23.101947969814145,From Throw In,1.1007,0.5043104075275491,2,0,2,5,0
241,Netherlands Women's,30.941396219304657,From Free Kick,1.361901,0.07751428163079171,3,0,1,8,0
242,United States Women's,14.32201103197453,From Counter,0.708774,0.7354397676755053,1,0,1,1,0
243,Netherlands Women's,27.257476038694417,From Throw In,0.0977,0.014868792643106829,2,0,2,4,0
244,Netherlands Women's,23.24220299369232,From Throw In,1.6115,0.4272999879817855,1,0,2,8,0
245,United States Women's,18.681006396872736,From Throw In,0.0514,0.8837638850298173,1,0,1,4,0
246,United States Women's,29.343653487594217,From Throw In,1.402876,0.23204486537958205,3,0,1,3,0
247,Sporting Gijón,30.305940011819462,From Throw In,0.4292,0.6570055057318998,2,0,1,4,0
248,Barcelona,21.799999999999997,From Free Kick,0.691191,0.8691711071412149,1,0,2,5,0
249,Sporting Gijón,25.339692184397187,From Throw In,0.0477,0.7100692725691083,2,1,1,5,0
250,Barcelona,11.428473213863695,From Corner,1.024873,1.1191601521246515,2,1,3,6,0
251,Barcelona,19.475625792256327,Regular Play,0.173165,0.7341609959940297,1,0,4,6,0
252,Sporting Gijón,45.156284169537244,From Corner,1.834734,0.32102748872366654,1,0,1,1,0
253,Sporting Gijón,15.310127367203707,Regular Play,0.78028,0.33109607670413205,1,0,1,5,1
254,Sporting Gijón,38.46881854177485,From Free Kick,1.843535,0.16261382859794848,6,0,1,2,0
255,Barcelona,21.319005605327845,From Throw In,1.044365,0.05309016095895568,2,0,2,5,0
256,Sporting Gijón,13.788763541376728,From Corner,1.607337,0.5389020507524522,5,0,1,9,0
257,Barcelona,18.940432941197514,From Throw In,0.751219,0.9311462901058858,2,0,3,5,0
258,Barcelona,16.900295855398515,From Throw In,1.644645,0.22679884805388573,1,1,4,9,0
259,Barcelona,13.067899601695757,From Free Kick,0.376775,0.6685618241629905,3,0,1,6,0
260,Barcelona,17.08566650733884,From Throw In,0.4656,0.4576596566168928,1,0,1,4,0
261,Barcelona,10.283968105745954,From Free Kick,0.4073,1.4010180528265577,1,0,3,11,0
262,Barcelona,11.747765745025735,From Free Kick,0.0982,1.168475228934456,2,0,3,11,0
263,Barcelona,28.639832401744254,From Free Kick,0.3035,0.03544614025871473,7,0,1,6,0
264,Barcelona,25.500196077677522,From Free Kick,1.023512,0.24597966379352995,2,0,2,4,0
265,Barcelona,25.364739304790813,From Free Kick,1.156751,0.7979919559864963,1,0,1,2,1
